Timestamp,Flowrate (L/min),B2 - General - TGS2610 - V,B2 - General - TGS2611 - V,B2 - General - TGS2612 - V,B2 - General - MQ9_b - V,B2 - BME680 - temperature - °C,B2 - BME680 - temperature - V,B2 - BME680 - pressure - KPa,B2 - BME680 - pressure - V,B2 - BME680 - humidity - %,B2 - BME680 - humidity - V,B2 - BME680 - gas - Kohms,B2 - BME680 - gas - V,B2 - SGP41 - SRAW_VOC - raw,B2 - SGP41 - SRAW_NOx - raw,B1 - General - TGS2600 - V,B1 - General - TGS2602 - V,B1 - General - TGS2603 - V,B1 - General - MQ2 - V,B1 - Multichannel Gas Sensor - GM102B (NO2) - ppm,B1 - Multichannel Gas Sensor - GM102B (NO2) - V,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - ppm,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - V,B1 - Multichannel Gas Sensor - GM502B (VOC) - ppm,B1 - Multichannel Gas Sensor - GM502B (VOC) - V,B1 - Multichannel Gas Sensor - GM702B (CO) - ppm,B1 - Multichannel Gas Sensor - GM702B (CO) - V,B1 - SGP30 - tVOC - ppb,B1 - SGP30 - tVOC - V,B1 - SGP30 - CO2eq - ppm,B1 - SGP30 - CO2eq - V,B1 - BME688 - temperature - °C,B1 - BME688 - temperature - V,B1 - BME688 - pressure - KPa,B1 - BME688 - pressure - V,B1 - BME688 - humidity - %,B1 - BME688 - humidity - V,B1 - BME688 - gas - Kohms,B1 - BME688 - gas - V,B1 - Formaldehyde - hcho - ppb,B1 - Formaldehyde - hcho - V,B1 - Formaldehyde - humidity - %,B1 - Formaldehyde - humidity - V,B1 - Formaldehyde - temperature - °C,B1 - Formaldehyde - temperature - V
16-07-2025 11:10:19,5.0,2.26,0.18,0.44,0.18,22.46 °C,1.64,94.76 KPa,2.67,29.08 %,0.96,0.00 Kohms,0.00,31925,0,1.83,1.87,2.88,0.35,251 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,283 ppb,0.015,801ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,36.02 %,1.19,12946.86 Kohms,27.19,11.00 ppb,0.036,25.36 %,0.82,24.07 °C,2.07
16-07-2025 11:10:24,5.0,1.83,0.17,0.43,0.18,22.48 °C,1.64,94.76 KPa,2.67,29.10 %,0.96,90.71 Kohms,0.19,31955,0,2.04,1.87,2.85,0.32,251 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,301 ppb,0.016,799ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,11.20 ppb,0.036,25.35 %,0.82,24.08 °C,2.07
16-07-2025 11:10:29,5.0,1.44,0.18,0.44,0.17,22.50 °C,1.64,94.76 KPa,2.67,29.12 %,0.96,88.88 Kohms,0.19,31979,0,1.92,1.89,2.86,0.31,252 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,287 ppb,0.015,797ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,11.20 ppb,0.036,25.34 %,0.82,24.05 °C,2.07
16-07-2025 11:10:34,5.0,1.2,0.18,0.44,0.18,22.51 °C,1.64,94.76 KPa,2.67,29.12 %,0.96,90.12 Kohms,0.19,31974,0,1.95,1.86,2.85,0.33,252 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,286 ppb,0.015,801ppm,0.02,25.06 °C,1.72,94.78 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,11.00 ppb,0.036,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:10:39,5.0,1.35,0.17,0.43,0.18,22.52 °C,1.64,94.76 KPa,2.67,29.12 %,0.96,91.20 Kohms,0.19,31994,0,1.88,1.9,2.88,0.32,252 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,290 ppb,0.015,801ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,11.00 ppb,0.036,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:10:44,5.0,1.78,0.17,0.43,0.18,22.52 °C,1.64,94.76 KPa,2.67,29.14 %,0.96,91.90 Kohms,0.19,31995,0,2.04,1.89,2.85,0.31,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,289 ppb,0.015,801ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.80 ppb,0.033,25.34 %,0.82,24.06 °C,2.07
16-07-2025 11:10:49,5.0,1.98,0.17,0.44,0.18,22.51 °C,1.64,94.76 KPa,2.67,29.12 %,0.96,92.31 Kohms,0.19,32015,0,1.82,1.89,2.89,0.34,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,290 ppb,0.015,809ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,10.80 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:10:54,5.0,1.67,0.18,0.43,0.18,22.52 °C,1.64,94.76 KPa,2.67,29.12 %,0.96,93.34 Kohms,0.20,32027,0,1.97,1.87,2.88,0.33,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,286 ppb,0.015,799ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.00 %,1.19,12946.86 Kohms,27.19,10.60 ppb,0.033,25.33 %,0.82,24.03 °C,2.07
16-07-2025 11:10:59,5.0,1.26,0.17,0.43,0.18,22.53 °C,1.64,94.76 KPa,2.67,29.11 %,0.96,93.34 Kohms,0.20,32022,0,1.91,1.89,2.85,0.32,251 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,282 ppb,0.015,804ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.40 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:11:04,5.0,1.15,0.18,0.44,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.11 %,0.96,93.86 Kohms,0.20,32022,0,1.96,1.88,2.86,0.35,252 ppm,0.81,359 ppm,1.16,102 ppm,0.33,105 ppm,0.34,285 ppb,0.015,795ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,10.40 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:11:09,5.0,1.39,0.18,0.44,0.18,22.53 °C,1.64,94.76 KPa,2.67,29.10 %,0.96,93.76 Kohms,0.20,32013,0,2.02,1.88,2.89,0.34,251 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,279 ppb,0.015,801ppm,0.02,25.06 °C,1.72,94.77 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.60 ppb,0.033,25.33 %,0.82,24.08 °C,2.07
16-07-2025 11:11:14,5.0,1.74,0.17,0.43,0.17,22.54 °C,1.64,94.76 KPa,2.67,29.09 %,0.96,94.39 Kohms,0.20,32045,0,1.8,1.87,2.88,0.31,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,281 ppb,0.015,806ppm,0.02,25.07 °C,1.72,94.78 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.60 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:11:19,5.0,1.94,0.17,0.43,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.10 %,0.96,94.71 Kohms,0.20,32036,0,2.07,1.88,2.86,0.31,251 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,284 ppb,0.015,804ppm,0.02,25.07 °C,1.72,94.78 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.60 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:11:24,5.0,1.83,0.17,0.43,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.09 %,0.96,94.50 Kohms,0.20,32032,0,1.82,1.88,2.86,0.31,252 ppm,0.81,359 ppm,1.16,101 ppm,0.33,106 ppm,0.34,291 ppb,0.016,795ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,10.60 ppb,0.033,25.34 %,0.82,24.06 °C,2.07
16-07-2025 11:11:29,5.0,1.41,0.18,0.44,0.17,22.54 °C,1.64,94.76 KPa,2.67,29.08 %,0.96,95.03 Kohms,0.20,32029,0,1.99,1.89,2.85,0.31,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,286 ppb,0.015,800ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,10.40 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:11:34,5.0,1.14,0.17,0.44,0.17,22.54 °C,1.64,94.76 KPa,2.67,29.08 %,0.96,94.82 Kohms,0.20,32034,0,1.93,1.87,2.88,0.32,251 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,291 ppb,0.016,802ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.40 ppb,0.033,25.35 %,0.82,24.06 °C,2.07
16-07-2025 11:11:39,5.0,1.26,0.18,0.43,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.08 %,0.96,94.39 Kohms,0.20,32037,0,1.86,1.89,2.85,0.34,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,287 ppb,0.015,795ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,36.01 %,1.19,12946.86 Kohms,27.19,10.20 ppb,0.033,25.34 %,0.82,24.06 °C,2.07
16-07-2025 11:11:44,5.0,1.64,0.18,0.44,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.07 %,0.96,94.50 Kohms,0.20,32022,0,2.04,1.87,2.88,0.31,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,285 ppb,0.015,802ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.34 %,0.82,24.06 °C,2.07
16-07-2025 11:11:49,5.0,1.88,0.18,0.43,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.07 %,0.96,95.47 Kohms,0.20,32034,0,1.81,1.87,2.85,0.33,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,291 ppb,0.016,801ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.35 %,0.82,24.08 °C,2.07
16-07-2025 11:11:54,5.0,1.94,0.17,0.43,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.03 Kohms,0.20,32046,0,2.07,1.88,2.89,0.35,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,292 ppb,0.016,799ppm,0.02,25.07 °C,1.72,94.78 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.40 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:11:59,5.0,1.76,0.17,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.36 Kohms,0.20,32035,0,1.87,1.87,2.88,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,296 ppb,0.016,800ppm,0.02,25.07 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:12:04,5.0,1.41,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.47 Kohms,0.20,32028,0,1.97,1.86,2.86,0.35,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,105 ppm,0.34,291 ppb,0.016,811ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:12:09,5.0,1.17,0.18,0.44,0.18,22.54 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,95.57 Kohms,0.20,32037,0,2.02,1.86,2.87,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,282 ppb,0.015,799ppm,0.02,25.07 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,10.40 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:12:14,5.0,1.2,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.25 Kohms,0.20,32032,0,1.83,1.87,2.88,0.34,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,291 ppb,0.016,805ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,36.00 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.32 %,0.82,24.07 °C,2.07
16-07-2025 11:12:19,5.0,1.57,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.05 %,0.96,95.68 Kohms,0.20,32042,0,2.05,1.88,2.88,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,291 ppb,0.016,798ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:12:24,5.0,1.89,0.18,0.44,0.17,22.55 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,95.68 Kohms,0.20,32023,0,1.83,1.89,2.88,0.32,251 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,300 ppb,0.016,810ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:12:29,5.0,1.92,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.05 %,0.96,94.42 Kohms,0.20,32038,0,1.98,1.88,2.85,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,295 ppb,0.016,802ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.08 °C,2.07
16-07-2025 11:12:34,5.0,1.56,0.18,0.44,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.05 %,0.96,94.26 Kohms,0.20,32049,0,1.94,1.88,2.85,0.34,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,287 ppb,0.015,802ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.08 °C,2.07
16-07-2025 11:12:39,5.0,1.23,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.07 %,0.96,94.31 Kohms,0.20,32044,0,1.83,1.88,2.88,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,290 ppb,0.015,802ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:12:44,5.0,1.15,0.18,0.44,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.07 %,0.96,95.47 Kohms,0.20,32044,0,2.07,1.87,2.87,0.33,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,289 ppb,0.015,799ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:12:49,5.0,1.3,0.17,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.06 %,0.96,94.63 Kohms,0.20,32045,0,1.85,1.87,2.88,0.32,251 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,290 ppb,0.015,797ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.99 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:12:54,5.0,1.56,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.06 Kohms,0.20,32037,0,1.92,1.86,2.85,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,285 ppb,0.015,795ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.32 %,0.82,24.07 °C,2.07
16-07-2025 11:12:59,5.0,1.82,0.18,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,94.79 Kohms,0.20,32043,0,2.05,1.86,2.85,0.32,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,298 ppb,0.016,795ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:13:04,5.0,1.96,0.17,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.01 Kohms,0.20,32055,0,1.8,1.87,2.85,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,290 ppb,0.015,797ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:13:09,5.0,1.83,0.18,0.44,0.17,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.95 Kohms,0.20,32047,0,2.06,1.89,2.85,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,285 ppb,0.015,798ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.32 %,0.82,24.06 °C,2.07
16-07-2025 11:13:14,5.0,1.46,0.18,0.44,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.01 %,0.96,94.31 Kohms,0.20,32061,0,1.87,1.87,2.86,0.31,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,287 ppb,0.015,796ppm,0.02,25.09 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:13:19,5.0,1.21,0.18,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.02 %,0.96,95.33 Kohms,0.20,32049,0,1.87,1.87,2.89,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,291 ppb,0.016,798ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.96 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:13:24,5.0,1.15,0.18,0.44,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.02 %,0.96,94.53 Kohms,0.20,32044,0,2.07,1.89,2.88,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,295 ppb,0.016,799ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.96 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.31 %,0.82,24.06 °C,2.07
16-07-2025 11:13:29,5.0,1.38,0.17,0.44,0.18,22.56 °C,1.64,94.77 KPa,2.67,29.01 %,0.96,95.44 Kohms,0.20,32045,0,1.79,1.86,2.85,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,293 ppb,0.016,800ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.34 %,0.82,24.07 °C,2.07
16-07-2025 11:13:34,5.0,1.76,0.18,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.02 %,0.96,95.50 Kohms,0.20,32031,0,1.97,1.87,2.85,0.32,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,294 ppb,0.016,800ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.32 %,0.82,24.05 °C,2.07
16-07-2025 11:13:39,5.0,1.95,0.17,0.43,0.18,22.55 °C,1.64,94.76 KPa,2.67,29.01 %,0.96,95.06 Kohms,0.20,32043,0,1.94,1.87,2.86,0.31,251 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,287 ppb,0.015,799ppm,0.02,25.08 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.34 %,0.82,24.05 °C,2.07
16-07-2025 11:13:44,5.0,1.87,0.17,0.44,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.79 Kohms,0.20,32049,0,1.79,1.89,2.85,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,288 ppb,0.015,800ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:13:49,5.0,1.51,0.18,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.79 Kohms,0.20,32067,0,2.07,1.86,2.88,0.34,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,287 ppb,0.015,796ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.32 %,0.82,24.07 °C,2.07
16-07-2025 11:13:54,5.0,1.25,0.18,0.44,0.17,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,95.12 Kohms,0.20,32044,0,1.88,1.86,2.87,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,286 ppb,0.015,798ppm,0.02,25.09 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,9.60 ppb,0.029,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:13:59,5.0,1.15,0.18,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.85 Kohms,0.20,32077,0,1.88,1.87,2.88,0.31,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,287 ppb,0.015,805ppm,0.02,25.08 °C,1.72,94.78 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.34 %,0.82,24.06 °C,2.07
16-07-2025 11:14:04,5.0,1.27,0.18,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.95 Kohms,0.20,32039,0,2.06,1.87,2.86,0.31,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,285 ppb,0.015,798ppm,0.02,25.09 °C,1.72,94.78 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,9.60 ppb,0.029,25.33 %,0.82,24.06 °C,2.07
16-07-2025 11:14:09,5.0,1.64,0.17,0.44,0.17,22.56 °C,1.64,94.76 KPa,2.67,29.02 %,0.96,94.79 Kohms,0.20,32049,0,1.81,1.87,2.85,0.33,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,287 ppb,0.015,803ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.98 %,1.15,12946.86 Kohms,27.19,9.60 ppb,0.029,25.33 %,0.82,24.08 °C,2.07
16-07-2025 11:14:14,5.0,1.89,0.17,0.44,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.03 %,0.96,94.85 Kohms,0.20,32026,0,2.01,1.88,2.88,0.34,251 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,298 ppb,0.016,808ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.96 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.33 %,0.82,24.08 °C,2.07
16-07-2025 11:14:19,5.0,1.92,0.17,0.44,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.44 Kohms,0.20,32060,0,2.04,1.89,2.88,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,284 ppb,0.015,802ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.95 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:14:24,5.0,1.5,0.17,0.43,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.61 Kohms,0.20,32046,0,1.79,1.88,2.85,0.32,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,274 ppb,0.015,796ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.97 %,1.15,12946.86 Kohms,27.19,9.80 ppb,0.029,25.32 %,0.82,24.08 °C,2.07
16-07-2025 11:14:29,5.0,1.19,0.18,0.43,0.18,22.57 °C,1.64,94.76 KPa,2.67,29.04 %,0.96,95.28 Kohms,0.20,32044,0,2.04,1.86,2.89,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,105 ppm,0.34,281 ppb,0.015,801ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.94 %,1.15,12946.86 Kohms,27.19,10.00 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:14:34,5.0,1.18,0.18,0.44,0.18,22.56 °C,1.64,94.76 KPa,2.67,29.06 %,0.96,95.28 Kohms,0.20,32054,0,1.94,1.88,2.88,0.32,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,105 ppm,0.34,279 ppb,0.015,799ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.94 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.33 %,0.82,24.07 °C,2.07
16-07-2025 11:14:39,5.0,1.48,0.18,0.44,0.17,22.56 °C,1.64,94.76 KPa,2.67,29.06 %,0.96,94.63 Kohms,0.20,32029,0,1.92,1.87,2.88,0.35,252 ppm,0.81,358 ppm,1.15,101 ppm,0.33,106 ppm,0.34,284 ppb,0.015,795ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.96 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.32 %,0.82,24.07 °C,2.07
16-07-2025 11:14:44,5.0,1.86,0.17,0.43,0.18,22.57 °C,1.64,94.76 KPa,2.67,29.08 %,0.96,95.61 Kohms,0.20,32044,0,2.03,1.88,2.85,0.32,252 ppm,0.81,358 ppm,1.15,102 ppm,0.33,106 ppm,0.34,283 ppb,0.015,802ppm,0.02,25.09 °C,1.72,94.77 KPa,2.67,35.95 %,1.15,12946.86 Kohms,27.19,10.20 ppb,0.033,25.32 %,0.82,24.08 °C,2.07
