Timestamp,Flowrate (L/min),B1 - General - TGS2600 - V,B1 - General - TGS2602 - V,B1 - General - TGS2603 - V,B1 - General - MQ2 - V,B1 - Multichannel Gas Sensor - GM102B (NO2) - ppm,B1 - Multichannel Gas Sensor - GM102B (NO2) - V,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - ppm,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - V,B1 - Multichannel Gas Sensor - GM502B (VOC) - ppm,B1 - Multichannel Gas Sensor - GM502B (VOC) - V,B1 - Multichannel Gas Sensor - GM702B (CO) - ppm,B1 - Multichannel Gas Sensor - GM702B (CO) - V,B1 - SGP30 - tVOC - ppb,B1 - SGP30 - tVOC - V,B1 - SGP30 - CO2eq - ppm,B1 - SGP30 - CO2eq - V,B1 - BME688 - temperature - °C,B1 - BME688 - temperature - V,B1 - BME688 - pressure - KPa,B1 - BME688 - pressure - V,B1 - BME688 - humidity - %,B1 - BME688 - humidity - V,B1 - BME688 - gas - Kohms,B1 - BME688 - gas - V,B1 - Formaldehyde - hcho - ppb,B1 - Formaldehyde - hcho - V,B1 - Formaldehyde - humidity - %,B1 - Formaldehyde - humidity - V,B1 - Formaldehyde - temperature - °C,B1 - Formaldehyde - temperature - V,B2 - General - TGS2610 - V,B2 - General - TGS2611 - V,B2 - General - TGS2612 - V,B2 - General - MQ9_b - V,B2 - BME680 - temperature - °C,B2 - BME680 - temperature - V,B2 - BME680 - pressure - KPa,B2 - BME680 - pressure - V,B2 - BME680 - humidity - %,B2 - BME680 - humidity - V,B2 - BME680 - gas - Kohms,B2 - BME680 - gas - V,B2 - SGP41 - SRAW_VOC - raw,B2 - SGP41 - SRAW_NOx - raw
17-07-2025 11:52:43,2.0,2.02,2.06,3.68,0.42,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,102 ppm,0.33,113 ppb,0.006,480ppm,0.00,26.54 °C,1.74,94.70 KPa,2.67,38.83 %,1.25,12946.86 Kohms,27.19,43.40 ppb,0.141,27.27 %,0.89,25.87 °C,2.12,1.68,0.18,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.59 %,0.96,73.06 Kohms,0.15,30571,0
17-07-2025 11:52:48,2.0,1.96,2.08,3.73,0.38,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,102 ppm,0.33,110 ppb,0.006,487ppm,0.00,26.54 °C,1.74,94.70 KPa,2.67,38.81 %,1.25,12946.86 Kohms,27.19,43.60 ppb,0.141,27.27 %,0.89,25.87 °C,2.12,1.52,0.18,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.59 %,0.96,72.93 Kohms,0.15,30548,0
17-07-2025 11:52:53,2.0,1.85,2.06,3.7,0.41,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,102 ppm,0.33,107 ppb,0.005,478ppm,0.00,26.54 °C,1.74,94.70 KPa,2.67,38.80 %,1.25,12946.86 Kohms,27.19,43.60 ppb,0.141,27.23 %,0.89,25.87 °C,2.12,1.66,0.18,0.45,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.59 %,0.96,73.06 Kohms,0.15,30582,0
17-07-2025 11:52:58,2.0,2.1,2.06,3.71,0.38,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,102 ppm,0.33,111 ppb,0.006,487ppm,0.00,26.54 °C,1.74,94.70 KPa,2.67,38.78 %,1.25,12946.86 Kohms,27.19,43.60 ppb,0.141,27.22 %,0.89,25.88 °C,2.12,1.71,0.18,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.56 %,0.96,72.87 Kohms,0.15,30584,0
17-07-2025 11:53:03,2.0,1.78,2.08,3.75,0.39,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,103 ppm,0.33,106 ppb,0.005,489ppm,0.00,26.54 °C,1.74,94.70 KPa,2.67,38.76 %,1.25,12946.86 Kohms,27.19,43.80 ppb,0.141,27.21 %,0.89,25.89 °C,2.12,1.33,0.18,0.46,0.19,24.54 °C,1.69,94.68 KPa,2.67,29.57 %,0.96,73.51 Kohms,0.15,30579,0
17-07-2025 11:53:08,2.0,2.09,2.08,3.75,0.39,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,103 ppm,0.33,108 ppb,0.005,490ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.75 %,1.25,12946.86 Kohms,27.19,43.80 ppb,0.141,27.19 %,0.89,25.88 °C,2.12,1.08,0.19,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.57 %,0.96,73.13 Kohms,0.15,30594,0
17-07-2025 11:53:13,2.0,1.86,2.05,3.73,0.38,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,103 ppm,0.33,108 ppb,0.005,483ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.73 %,1.25,12946.86 Kohms,27.19,43.80 ppb,0.141,27.18 %,0.89,25.88 °C,2.12,1.12,0.18,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.57 %,0.96,73.13 Kohms,0.15,30602,0
17-07-2025 11:53:18,2.0,1.95,2.05,3.74,0.38,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,103 ppm,0.33,113 ppb,0.006,492ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.72 %,1.25,12946.86 Kohms,27.19,44.00 ppb,0.145,27.16 %,0.89,25.87 °C,2.12,1.51,0.19,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.57 %,0.96,73.38 Kohms,0.15,30587,0
17-07-2025 11:53:23,2.0,1.98,2.07,3.73,0.41,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,104 ppm,0.34,109 ppb,0.005,497ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.68 %,1.25,12946.86 Kohms,27.19,44.00 ppb,0.145,27.16 %,0.89,25.88 °C,2.12,1.82,0.19,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.58 %,0.96,73.13 Kohms,0.15,30603,0
17-07-2025 11:53:28,2.0,1.87,2.07,3.78,0.41,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,103 ppm,0.33,114 ppb,0.006,502ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.68 %,1.25,12946.86 Kohms,27.19,44.00 ppb,0.145,27.14 %,0.89,25.89 °C,2.12,1.9,0.18,0.46,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.57 %,0.96,73.19 Kohms,0.15,30612,0
17-07-2025 11:53:33,2.0,2.09,2.07,3.75,0.39,248 ppm,0.80,444 ppm,1.43,132 ppm,0.43,104 ppm,0.34,116 ppb,0.006,495ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.67 %,1.25,12946.86 Kohms,27.19,44.20 ppb,0.145,27.13 %,0.89,25.87 °C,2.12,1.56,0.18,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.56 %,0.96,73.51 Kohms,0.15,30624,0
17-07-2025 11:53:38,2.0,1.79,2.05,3.75,0.38,248 ppm,0.80,443 ppm,1.43,133 ppm,0.43,103 ppm,0.33,111 ppb,0.006,500ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.63 %,1.25,12946.86 Kohms,27.19,44.20 ppb,0.145,27.12 %,0.89,25.87 °C,2.12,1.2,0.18,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.55 %,0.96,73.25 Kohms,0.15,30611,0
17-07-2025 11:53:44,2.0,2.11,2.06,3.75,0.39,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,104 ppm,0.34,116 ppb,0.006,500ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.62 %,1.25,12946.86 Kohms,27.19,44.20 ppb,0.145,27.11 %,0.89,25.89 °C,2.12,1.19,0.18,0.46,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.55 %,0.96,73.64 Kohms,0.15,30622,0
17-07-2025 11:53:49,2.0,1.83,2.05,3.78,0.4,247 ppm,0.80,443 ppm,1.43,132 ppm,0.43,104 ppm,0.34,106 ppb,0.005,493ppm,0.00,26.55 °C,1.74,94.69 KPa,2.67,38.60 %,1.25,12946.86 Kohms,27.19,44.40 ppb,0.145,27.10 %,0.89,25.88 °C,2.12,1.66,0.19,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.53 %,0.96,73.51 Kohms,0.15,30632,0
17-07-2025 11:53:54,2.0,2.01,2.04,3.78,0.41,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,104 ppm,0.34,108 ppb,0.005,495ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.58 %,1.25,12946.86 Kohms,27.19,44.40 ppb,0.145,27.09 %,0.89,25.89 °C,2.12,1.93,0.18,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.54 %,0.96,73.70 Kohms,0.15,30641,0
17-07-2025 11:53:59,2.0,1.98,2.05,3.82,0.41,247 ppm,0.80,443 ppm,1.43,132 ppm,0.43,105 ppm,0.34,110 ppb,0.006,498ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.56 %,1.25,12946.86 Kohms,27.19,44.40 ppb,0.145,27.07 %,0.89,25.87 °C,2.12,1.96,0.18,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.54 %,0.96,73.64 Kohms,0.15,30624,0
17-07-2025 11:54:04,2.0,1.85,2.05,3.79,0.42,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,105 ppm,0.34,106 ppb,0.005,497ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.53 %,1.25,12946.86 Kohms,27.19,44.60 ppb,0.145,27.06 %,0.89,25.90 °C,2.12,1.77,0.18,0.46,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.50 %,0.96,73.51 Kohms,0.15,30651,0
17-07-2025 11:54:09,2.0,2.08,2.05,3.82,0.39,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,105 ppm,0.34,110 ppb,0.006,490ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.53 %,1.25,12946.86 Kohms,27.19,44.60 ppb,0.145,27.06 %,0.89,25.89 °C,2.12,1.46,0.18,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.51 %,0.96,73.58 Kohms,0.15,30646,0
17-07-2025 11:54:14,2.0,1.8,2.05,3.82,0.41,247 ppm,0.80,443 ppm,1.43,132 ppm,0.43,105 ppm,0.34,109 ppb,0.005,501ppm,0.00,26.55 °C,1.74,94.70 KPa,2.67,38.51 %,1.25,12946.86 Kohms,27.19,44.60 ppb,0.145,27.04 %,0.89,25.86 °C,2.12,1.26,0.18,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.49 %,0.96,73.83 Kohms,0.16,30660,0
17-07-2025 11:54:19,2.0,2.0,2.05,3.79,0.39,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,110 ppb,0.006,493ppm,0.00,26.56 °C,1.74,94.70 KPa,2.67,38.51 %,1.25,12946.86 Kohms,27.19,44.60 ppb,0.145,27.04 %,0.89,25.87 °C,2.12,1.21,0.18,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.49 %,0.96,73.83 Kohms,0.16,30645,0
17-07-2025 11:54:24,2.0,1.92,2.05,3.83,0.39,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,111 ppb,0.006,490ppm,0.00,26.56 °C,1.74,94.70 KPa,2.67,38.49 %,1.25,12946.86 Kohms,27.19,44.80 ppb,0.145,27.03 %,0.89,25.88 °C,2.12,1.28,0.17,0.47,0.18,24.54 °C,1.69,94.68 KPa,2.67,29.46 %,0.96,73.90 Kohms,0.16,30671,0
17-07-2025 11:54:29,2.0,2.02,2.05,3.8,0.42,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,112 ppb,0.006,497ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.48 %,1.25,12946.86 Kohms,27.19,44.80 ppb,0.145,27.01 %,0.89,25.87 °C,2.12,1.47,0.18,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.44 %,0.96,73.90 Kohms,0.16,30666,0
17-07-2025 11:54:34,2.0,1.79,2.06,3.84,0.4,248 ppm,0.80,442 ppm,1.43,133 ppm,0.43,105 ppm,0.34,114 ppb,0.006,494ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.47 %,1.25,12946.86 Kohms,27.19,44.80 ppb,0.145,27.00 %,0.89,25.89 °C,2.12,1.85,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.43 %,0.96,73.90 Kohms,0.16,30657,0
17-07-2025 11:54:39,2.0,2.07,2.07,3.83,0.42,248 ppm,0.80,443 ppm,1.43,132 ppm,0.43,105 ppm,0.34,113 ppb,0.006,493ppm,0.00,26.56 °C,1.74,94.69 KPa,2.67,38.46 %,1.25,12946.86 Kohms,27.19,44.80 ppb,0.145,26.99 %,0.86,25.87 °C,2.12,1.92,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.43 %,0.96,74.16 Kohms,0.16,30676,0
17-07-2025 11:54:44,2.0,1.84,2.07,3.8,0.42,247 ppm,0.80,442 ppm,1.43,133 ppm,0.43,105 ppm,0.34,108 ppb,0.005,488ppm,0.00,26.57 °C,1.74,94.70 KPa,2.67,38.44 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,27.00 %,0.89,25.89 °C,2.12,1.81,0.19,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.44 %,0.96,74.23 Kohms,0.16,30687,0
17-07-2025 11:54:49,2.0,2.09,2.05,3.81,0.38,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,113 ppb,0.006,495ppm,0.00,26.56 °C,1.74,94.70 KPa,2.67,38.45 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.99 %,0.86,25.88 °C,2.12,1.81,0.18,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.43 %,0.96,73.97 Kohms,0.16,30676,0
17-07-2025 11:54:54,2.0,1.77,2.06,3.83,0.39,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,108 ppb,0.005,488ppm,0.00,26.57 °C,1.74,94.69 KPa,2.67,38.40 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.99 %,0.86,25.89 °C,2.12,1.7,0.19,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.44 %,0.96,74.03 Kohms,0.16,30701,0
17-07-2025 11:54:59,2.0,2.07,2.07,3.82,0.42,247 ppm,0.80,442 ppm,1.43,133 ppm,0.43,105 ppm,0.34,109 ppb,0.005,489ppm,0.00,26.57 °C,1.74,94.70 KPa,2.67,38.41 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.97 %,0.86,25.89 °C,2.12,1.52,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.44 %,0.96,74.16 Kohms,0.16,30693,0
17-07-2025 11:55:04,2.0,1.84,2.06,3.81,0.39,248 ppm,0.80,442 ppm,1.43,132 ppm,0.43,105 ppm,0.34,108 ppb,0.005,492ppm,0.00,26.57 °C,1.74,94.70 KPa,2.67,38.40 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.96 %,0.86,25.87 °C,2.12,1.29,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.44 %,0.96,74.16 Kohms,0.16,30705,0
17-07-2025 11:55:09,2.0,2.02,2.05,3.82,0.39,247 ppm,0.80,442 ppm,1.43,132 ppm,0.43,106 ppm,0.34,108 ppb,0.005,489ppm,0.00,26.58 °C,1.74,94.70 KPa,2.67,38.39 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.95 %,0.86,25.87 °C,2.12,1.2,0.18,0.47,0.18,24.52 °C,1.69,94.68 KPa,2.67,29.42 %,0.96,74.36 Kohms,0.16,30687,0
17-07-2025 11:55:14,2.0,1.84,2.07,3.82,0.42,247 ppm,0.80,441 ppm,1.42,133 ppm,0.43,105 ppm,0.34,106 ppb,0.005,483ppm,0.00,26.57 °C,1.74,94.69 KPa,2.67,38.36 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.95 %,0.86,25.86 °C,2.12,1.25,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.43 %,0.96,74.16 Kohms,0.16,30708,0
17-07-2025 11:55:19,2.0,2.02,2.05,3.86,0.39,247 ppm,0.80,442 ppm,1.43,132 ppm,0.43,106 ppm,0.34,107 ppb,0.005,488ppm,0.00,26.57 °C,1.74,94.69 KPa,2.67,38.34 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.94 %,0.86,25.88 °C,2.12,1.29,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.41 %,0.96,74.36 Kohms,0.16,30722,0
17-07-2025 11:55:24,2.0,1.9,2.06,3.86,0.42,247 ppm,0.80,442 ppm,1.43,133 ppm,0.43,106 ppm,0.34,102 ppb,0.005,479ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.35 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.92 %,0.86,25.86 °C,2.12,1.24,0.18,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.39 %,0.96,74.29 Kohms,0.16,30728,0
17-07-2025 11:55:29,2.0,2.02,2.05,3.83,0.42,247 ppm,0.80,442 ppm,1.43,133 ppm,0.43,105 ppm,0.34,104 ppb,0.005,477ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.33 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.93 %,0.86,25.89 °C,2.12,1.6,0.19,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.39 %,0.96,74.49 Kohms,0.16,30728,0
17-07-2025 11:55:34,2.0,1.92,2.05,3.87,0.42,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,105 ppm,0.34,107 ppb,0.005,479ppm,0.00,26.58 °C,1.74,94.70 KPa,2.67,38.34 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.92 %,0.86,25.89 °C,2.12,1.65,0.18,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.38 %,0.96,74.43 Kohms,0.16,30719,0
17-07-2025 11:55:39,2.0,1.82,2.07,3.83,0.39,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,105 ppm,0.34,105 ppb,0.005,478ppm,0.00,26.57 °C,1.74,94.69 KPa,2.67,38.32 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.90 %,0.86,25.88 °C,2.12,1.75,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.41 %,0.96,74.43 Kohms,0.16,30723,0
17-07-2025 11:55:44,2.0,2.1,2.05,3.83,0.42,248 ppm,0.80,441 ppm,1.42,133 ppm,0.43,106 ppm,0.34,101 ppb,0.005,473ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.32 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.90 %,0.86,25.87 °C,2.12,1.83,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.39 %,0.96,74.49 Kohms,0.16,30724,0
17-07-2025 11:55:49,2.0,1.81,2.06,3.87,0.39,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,106 ppm,0.34,106 ppb,0.005,483ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.29 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.90 %,0.86,25.87 °C,2.12,1.91,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.39 %,0.96,74.56 Kohms,0.16,30724,0
17-07-2025 11:55:54,2.0,2.01,2.08,3.84,0.41,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,105 ppm,0.34,104 ppb,0.005,477ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.29 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.88 %,0.86,25.87 °C,2.12,1.92,0.19,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.39 %,0.96,74.43 Kohms,0.16,30730,0
17-07-2025 11:55:59,2.0,1.86,2.08,3.84,0.42,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,105 ppm,0.34,109 ppb,0.005,476ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.28 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.88 %,0.86,25.87 °C,2.12,1.93,0.19,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.38 %,0.96,74.43 Kohms,0.16,30732,0
17-07-2025 11:56:04,2.0,2.01,2.06,3.84,0.39,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,106 ppm,0.34,102 ppb,0.005,470ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.25 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.87 %,0.86,25.88 °C,2.12,1.85,0.19,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.37 %,0.96,74.43 Kohms,0.16,30735,0
17-07-2025 11:56:09,2.0,1.92,2.07,3.86,0.4,248 ppm,0.80,441 ppm,1.42,132 ppm,0.43,106 ppm,0.34,104 ppb,0.005,470ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.25 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.86 %,0.86,25.87 °C,2.12,1.73,0.19,0.48,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.38 %,0.96,74.76 Kohms,0.16,30739,0
17-07-2025 11:56:14,2.0,1.82,2.07,3.88,0.39,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,106 ppm,0.34,97 ppb,0.005,470ppm,0.00,26.59 °C,1.74,94.70 KPa,2.67,38.22 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.87 %,0.86,25.87 °C,2.12,1.54,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.39 %,0.96,75.03 Kohms,0.16,30738,0
17-07-2025 11:56:19,2.0,2.08,2.08,3.84,0.4,247 ppm,0.80,441 ppm,1.42,133 ppm,0.43,106 ppm,0.34,94 ppb,0.005,466ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.22 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.84 %,0.86,25.87 °C,2.12,1.38,0.18,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.38 %,0.96,74.69 Kohms,0.16,30733,0
17-07-2025 11:56:24,2.0,1.88,2.06,3.87,0.4,247 ppm,0.80,441 ppm,1.42,131 ppm,0.42,105 ppm,0.34,99 ppb,0.005,471ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.22 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.84 %,0.86,25.88 °C,2.12,1.28,0.18,0.48,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.39 %,0.96,75.23 Kohms,0.16,30767,0
17-07-2025 11:56:29,2.0,1.93,2.07,3.89,0.42,247 ppm,0.80,441 ppm,1.42,133 ppm,0.43,106 ppm,0.34,100 ppb,0.005,463ppm,0.00,26.58 °C,1.74,94.69 KPa,2.67,38.20 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.84 %,0.86,25.87 °C,2.12,1.23,0.18,0.48,0.18,24.52 °C,1.69,94.68 KPa,2.67,29.38 %,0.96,74.69 Kohms,0.16,30745,0
17-07-2025 11:56:34,2.0,1.95,2.07,3.88,0.42,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,100 ppb,0.005,466ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.19 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.82 %,0.86,25.88 °C,2.12,1.29,0.18,0.47,0.19,24.52 °C,1.69,94.67 KPa,2.67,29.39 %,0.96,74.56 Kohms,0.16,30741,0
17-07-2025 11:56:39,2.0,1.79,2.07,3.84,0.42,247 ppm,0.80,441 ppm,1.42,132 ppm,0.43,106 ppm,0.34,97 ppb,0.005,458ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.18 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.83 %,0.86,25.88 °C,2.12,1.89,0.19,0.48,0.19,24.52 °C,1.69,94.67 KPa,2.67,29.46 %,0.96,75.16 Kohms,0.16,30798,0
17-07-2025 11:56:44,2.0,2.12,2.09,3.85,0.39,248 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,101 ppb,0.005,461ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.17 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.80 %,0.86,25.89 °C,2.12,1.95,0.19,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.48 %,0.96,74.96 Kohms,0.16,30796,0
17-07-2025 11:56:49,2.0,1.82,2.08,3.85,0.4,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,95 ppb,0.005,463ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.18 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.79 %,0.86,25.88 °C,2.12,1.85,0.18,0.48,0.19,24.52 °C,1.69,94.67 KPa,2.67,29.62 %,0.96,74.29 Kohms,0.16,30766,0
17-07-2025 11:56:54,2.0,2.05,2.07,3.83,0.39,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,92 ppb,0.005,463ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.16 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.79 %,0.86,25.86 °C,2.12,1.65,0.19,0.47,0.19,24.52 °C,1.69,94.67 KPa,2.67,29.78 %,0.96,74.16 Kohms,0.16,30735,0
17-07-2025 11:56:59,2.0,1.81,2.09,3.86,0.4,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,105 ppm,0.34,92 ppb,0.005,460ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.17 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.79 %,0.86,25.88 °C,2.12,1.42,0.19,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,29.97 %,0.96,73.58 Kohms,0.15,30720,0
17-07-2025 11:57:04,2.0,2.08,2.08,3.87,0.39,247 ppm,0.80,440 ppm,1.42,133 ppm,0.43,106 ppm,0.34,96 ppb,0.005,462ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.15 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.78 %,0.86,25.86 °C,2.12,1.25,0.19,0.47,0.19,24.53 °C,1.69,94.68 KPa,2.67,30.07 %,0.99,73.70 Kohms,0.15,30703,0
17-07-2025 11:57:09,2.0,1.83,2.08,3.87,0.42,247 ppm,0.80,440 ppm,1.42,133 ppm,0.43,106 ppm,0.34,91 ppb,0.005,457ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.16 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.78 %,0.86,25.89 °C,2.12,1.2,0.19,0.48,0.18,24.52 °C,1.69,94.67 KPa,2.67,30.15 %,0.99,73.64 Kohms,0.15,30721,0
