Timestamp,Flowrate (L/min),B1 - General - TGS2600 - V,B1 - General - TGS2602 - V,B1 - General - TGS2603 - V,B1 - General - MQ2 - V,B1 - Multichannel Gas Sensor - GM102B (NO2) - ppm,B1 - Multichannel Gas Sensor - GM102B (NO2) - V,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - ppm,B1 - Multichannel Gas Sensor - GM302B (C2H5CH) - V,B1 - Multichannel Gas Sensor - GM502B (VOC) - ppm,B1 - Multichannel Gas Sensor - GM502B (VOC) - V,B1 - Multichannel Gas Sensor - GM702B (CO) - ppm,B1 - Multichannel Gas Sensor - GM702B (CO) - V,B1 - SGP30 - tVOC - ppb,B1 - SGP30 - tVOC - V,B1 - SGP30 - CO2eq - ppm,B1 - SGP30 - CO2eq - V,B1 - BME688 - temperature - °C,B1 - BME688 - temperature - V,B1 - BME688 - pressure - KPa,B1 - BME688 - pressure - V,B1 - BME688 - humidity - %,B1 - BME688 - humidity - V,B1 - BME688 - gas - Kohms,B1 - BME688 - gas - V,B1 - Formaldehyde - hcho - ppb,B1 - Formaldehyde - hcho - V,B1 - Formaldehyde - humidity - %,B1 - Formaldehyde - humidity - V,B1 - Formaldehyde - temperature - °C,B1 - Formaldehyde - temperature - V,B2 - General - TGS2610 - V,B2 - General - TGS2611 - V,B2 - General - TGS2612 - V,B2 - General - MQ9_b - V,B2 - BME680 - temperature - °C,B2 - BME680 - temperature - V,B2 - BME680 - pressure - KPa,B2 - BME680 - pressure - V,B2 - BME680 - humidity - %,B2 - BME680 - humidity - V,B2 - BME680 - gas - Kohms,B2 - BME680 - gas - V,B2 - SGP41 - SRAW_VOC - raw,B2 - SGP41 - SRAW_NOx - raw
17-07-2025 11:57:14,2.0,2.05,2.09,3.87,0.39,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,94 ppb,0.005,457ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.13 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.78 %,0.86,25.87 °C,2.12,1.32,0.18,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,30.14 %,0.99,74.10 Kohms,0.16,30725,0
17-07-2025 11:57:19,2.0,1.92,2.07,3.85,0.4,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,106 ppm,0.34,90 ppb,0.004,454ppm,0.00,26.60 °C,1.74,94.69 KPa,2.67,38.12 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.77 %,0.86,25.87 °C,2.12,1.53,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,30.11 %,0.99,73.90 Kohms,0.16,30755,0
17-07-2025 11:57:24,2.0,2.01,2.07,3.83,0.4,247 ppm,0.80,440 ppm,1.42,133 ppm,0.43,105 ppm,0.34,95 ppb,0.005,449ppm,0.00,26.61 °C,1.74,94.70 KPa,2.67,38.12 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.76 %,0.86,25.87 °C,2.12,1.74,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,30.09 %,0.99,74.29 Kohms,0.16,30753,0
17-07-2025 11:57:29,2.0,1.87,2.08,3.83,0.42,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,95 ppb,0.005,460ppm,0.00,26.60 °C,1.74,94.69 KPa,2.67,38.09 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.77 %,0.86,25.87 °C,2.12,1.89,0.18,0.47,0.18,24.52 °C,1.69,94.67 KPa,2.67,30.05 %,0.99,74.23 Kohms,0.16,30744,0
17-07-2025 11:57:34,2.0,1.96,2.07,3.87,0.4,246 ppm,0.79,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,94 ppb,0.005,454ppm,0.00,26.59 °C,1.74,94.69 KPa,2.67,38.09 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.76 %,0.86,25.87 °C,2.12,1.71,0.18,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,30.00 %,0.99,74.36 Kohms,0.16,30769,0
17-07-2025 11:57:39,2.0,2.13,2.09,3.86,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,92 ppb,0.005,446ppm,0.00,26.60 °C,1.74,94.69 KPa,2.67,38.09 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.75 %,0.86,25.88 °C,2.12,1.37,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.98 %,0.96,74.62 Kohms,0.16,30778,0
17-07-2025 11:57:44,2.0,1.84,2.08,3.87,0.4,247 ppm,0.80,440 ppm,1.42,132 ppm,0.43,105 ppm,0.34,90 ppb,0.004,453ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.08 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.75 %,0.86,25.89 °C,2.12,1.2,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.95 %,0.96,74.36 Kohms,0.16,30782,0
17-07-2025 11:57:49,2.0,1.97,2.08,3.85,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,90 ppb,0.004,439ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.08 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.74 %,0.86,25.87 °C,2.12,1.23,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.90 %,0.96,74.56 Kohms,0.16,30782,0
17-07-2025 11:57:54,2.0,1.87,2.08,3.86,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,87 ppb,0.004,441ppm,0.00,26.60 °C,1.74,94.69 KPa,2.67,38.07 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.73 %,0.86,25.86 °C,2.12,1.51,0.19,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.88 %,0.96,74.82 Kohms,0.16,30778,0
17-07-2025 11:57:59,2.0,2.0,2.08,3.87,0.42,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,92 ppb,0.005,445ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.07 %,1.25,12946.86 Kohms,27.19,45.40 ppb,0.148,26.72 %,0.86,25.87 °C,2.12,1.83,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.81 %,0.96,74.76 Kohms,0.16,30806,0
17-07-2025 11:58:04,2.0,1.84,2.08,3.83,0.42,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,96 ppb,0.005,452ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.05 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.72 %,0.86,25.86 °C,2.12,1.94,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.80 %,0.96,74.89 Kohms,0.16,30816,0
17-07-2025 11:58:09,2.0,2.05,2.08,3.83,0.39,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,91 ppb,0.005,443ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.06 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.71 %,0.86,25.87 °C,2.12,1.87,0.18,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.77 %,0.96,74.82 Kohms,0.16,30811,0
17-07-2025 11:58:14,2.0,1.8,2.1,3.87,0.42,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,93 ppb,0.005,449ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.05 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.72 %,0.86,25.87 °C,2.12,1.65,0.19,0.47,0.18,24.53 °C,1.69,94.67 KPa,2.67,29.77 %,0.96,74.96 Kohms,0.16,30815,0
17-07-2025 11:58:19,2.0,2.09,2.08,3.86,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,86 ppb,0.004,439ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.04 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.72 %,0.86,25.86 °C,2.12,1.34,0.19,0.48,0.19,24.53 °C,1.69,94.68 KPa,2.67,29.73 %,0.96,74.82 Kohms,0.16,30801,0
17-07-2025 11:58:24,2.0,1.83,2.1,3.83,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,90 ppb,0.004,440ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.03 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.70 %,0.86,25.87 °C,2.12,1.19,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.70 %,0.96,75.23 Kohms,0.16,30816,0
17-07-2025 11:58:29,2.0,2.06,2.11,3.86,0.42,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,87 ppb,0.004,434ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.02 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.70 %,0.86,25.87 °C,2.12,1.3,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.67 %,0.96,75.09 Kohms,0.16,30840,0
17-07-2025 11:58:34,2.0,2.04,2.11,3.86,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,90 ppb,0.004,437ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.03 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.69 %,0.86,25.86 °C,2.12,1.63,0.18,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.66 %,0.96,74.89 Kohms,0.16,30827,0
17-07-2025 11:58:39,2.0,1.79,2.11,3.86,0.4,247 ppm,0.80,439 ppm,1.42,133 ppm,0.43,106 ppm,0.34,89 ppb,0.004,436ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.00 %,1.25,12946.86 Kohms,27.19,45.20 ppb,0.148,26.69 %,0.86,25.89 °C,2.12,1.87,0.19,0.47,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.65 %,0.96,75.16 Kohms,0.16,30824,0
17-07-2025 11:58:44,2.0,2.1,2.12,3.85,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,84 ppb,0.004,433ppm,0.00,26.62 °C,1.74,94.69 KPa,2.67,38.02 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.69 %,0.86,25.87 °C,2.12,1.96,0.18,0.47,0.18,24.53 °C,1.69,94.67 KPa,2.67,29.64 %,0.96,75.43 Kohms,0.16,30810,0
17-07-2025 11:58:49,2.0,1.79,2.11,3.83,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,106 ppm,0.34,83 ppb,0.004,438ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,38.01 %,1.25,12946.86 Kohms,27.19,45.00 ppb,0.148,26.67 %,0.86,25.87 °C,2.12,1.85,0.18,0.47,0.19,24.53 °C,1.69,94.67 KPa,2.67,29.65 %,0.96,75.09 Kohms,0.16,30833,0
17-07-2025 11:58:54,2.0,2.09,2.12,3.83,0.4,247 ppm,0.80,438 ppm,1.41,132 ppm,0.43,105 ppm,0.34,89 ppb,0.004,437ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,37.99 %,1.22,12946.86 Kohms,27.19,45.00 ppb,0.148,26.67 %,0.86,25.87 °C,2.12,1.58,0.19,0.48,0.18,24.53 °C,1.69,94.68 KPa,2.67,29.66 %,0.96,75.09 Kohms,0.16,30808,0
17-07-2025 11:58:59,2.0,1.85,2.13,3.86,0.4,247 ppm,0.80,439 ppm,1.42,132 ppm,0.43,105 ppm,0.34,83 ppb,0.004,422ppm,0.00,26.61 °C,1.74,94.69 KPa,2.67,37.97 %,1.22,12946.86 Kohms,27.19,45.00 ppb,0.148,26.66 %,0.86,25.86 °C,2.12,1.89,0.18,0.47,0.18,24.56 °C,1.69,94.68 KPa,2.67,29.52 %,0.96,75.84 Kohms,0.16,30883,0
17-07-2025 11:59:04,2.0,2.06,2.13,3.82,0.42,247 ppm,0.80,438 ppm,1.41,132 ppm,0.43,106 ppm,0.34,85 ppb,0.004,428ppm,0.00,26.62 °C,1.74,94.69 KPa,2.67,37.98 %,1.22,12946.86 Kohms,27.19,45.00 ppb,0.148,26.68 %,0.86,25.88 °C,2.12,1.88,0.19,0.48,0.19,24.55 °C,1.69,94.67 KPa,2.67,29.51 %,0.96,75.84 Kohms,0.16,30869,0
17-07-2025 11:59:09,2.0,1.83,2.12,3.86,0.4,246 ppm,0.79,438 ppm,1.41,132 ppm,0.43,105 ppm,0.34,86 ppb,0.004,431ppm,0.00,26.62 °C,1.74,94.69 KPa,2.67,37.99 %,1.22,12946.86 Kohms,27.19,45.00 ppb,0.148,26.66 %,0.86,25.87 °C,2.12,1.68,0.18,0.48,0.19,24.55 °C,1.69,94.67 KPa,2.67,29.50 %,0.96,75.98 Kohms,0.16,30887,0
17-07-2025 11:59:14,2.0,1.88,2.12,3.85,0.4,247 ppm,0.80,438 ppm,1.41,132 ppm,0.43,105 ppm,0.34,85 ppb,0.004,428ppm,0.00,26.62 °C,1.74,94.69 KPa,2.67,37.97 %,1.22,12946.86 Kohms,27.19,45.00 ppb,0.148,26.66 %,0.86,25.86 °C,2.12,1.44,0.18,0.48,0.19,24.55 °C,1.69,94.68 KPa,2.67,29.46 %,0.96,76.26 Kohms,0.16,30903,0
